idx,sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
,"For your initial drop, you are going to want to make the highest coaster you can, you want to do this because it will have the most total energy and will have the most speed off of the initial drop.",P6_03_23_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I believe that a roller coaster with more total energy will be better for the riders and the hills have to be smaller than the initial drop height and to have the most speed the mass of the cart has to be very heavy.,P6_06_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,I know this because in all of the tests I have made the higher the drop is the more total energy is involved with the simulation.,P6_06_01_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"This is because when you have a set amount of energy that cannot be created or destroyed stated by the rule of conservation, you have to stay within the boundaries of the amount of energy you have on the coaster.",P6_06_01_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Another way to add more speed and thus add more total energy would be to make them as heavy as possible.,P6_06_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"In conclusion, I figured out that the potential energy plus kinetic energy is equal to the total energy in the coaster.",P6_06_01_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,To have more energy the height of the initial drop must be high.,P6_06_01_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,I know this because in my testing I kept the same initial drop height and the hill height of 3.05 m and changed the weight of the cart four times and figured out that the more mass the cart has the more total energy there will be on the coaster.,P6_06_01_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,E1: I would recommend to not make the first loop or hill taller than the initial drop.,P1_05_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"But if the car is halfway, then the KE and PE are about the same because of the law of conservation of energy, energy cannot be created or destroyed.",P1_05_14_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,PE and KE flip flop energy as the car is going down the hill.,P1_05_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"As the Initial drop height goes up, the more PE it will have.",P1_05_14_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,E1R: I would recommend to not make the first loop or hill taller than the initial drop.,P1_05_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The relationship between kinetic and potential relationships are direct because they change equally as the car goes down the hill.,P1_05_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,When the car is about 1/4 down the hill the potential energy will exchange 1/4 to kinetic energy and it will keep doing this as the car goes down the hill.,P1_05_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,So at the end kinetic energy will have all 4/4 of the energy.,P1_05_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,But as it goes up the hill it repeats that process but at the top potential energy will have all 4/4 of the energy.,P1_05_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"I know the roller coaster will overcome this obstacle because, as long as the initial drop height is taller than than the loopy-loop it will have no problem going through it.",P6_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"Because in the Law Of Conservation it states energy cannot be created nor destroyed, meaning it would have the same amount of total energy, however there will be a mix of both potential energy and kinetic energy.",P6_06_10_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
,While as I stated earlier the Law Of Conservation states energy cannot be created nor destroyed.,P6_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,I know to get more energy in an easy way is to increase its mass creating more potential energy before the ride and more during the ride to make the ride better.,P6_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Another aspect I will go over is how the initial height has to be taller than the hills.,P6_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,I know this because as stated in the law of conservation it states energy cannot be created or destroyed.,P6_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,Another aspect of the science behind a roller coaster is that the total energy will be the same throughout the entire run.,P6_06_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,When the roller coaster goes down a hill it loses all of its potential when it get to the bottom.,P6_06_10_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,t,P6_06_10_22-23,E1,unacceptable,acceptable,acceptable,acceptable,unacceptable,unacceptable
,E1: The drop height when changes the potential energy for a example when I had a release height of 5 meters beside 4 meters the 5 meters one had a height potential energy because the higher you are the more potential energy you have.,P1_01_11_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,E1R: The drop height when changes the potential energy for a example when I had a release height of 5 meters beside 4 meters the 5 meters one had a height potential energy because the higher you are the more potential energy you have.,P1_01_11_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Energy is neither created nor destroyed.,P1_01_11_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,the pe and the ke will switch off energy to have it so the total of both always equal the same.,P1_06_12_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,Also in are data the more mass you have the more total energy you have.,P1_06_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,the Intial drop is higher then the hill.,P1_06_12_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,When we had more car mass our PE was higher.,P1_05_20_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The law of conservation tells us that when a form of energy is put into another no energy will be destroyed in the process, neither a it be created.",P1_05_20_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,This is because if the height Is higher it will give the cart more energy and momentum.,P1_06_10_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,KE and TE are usually not the same because the TE is PE + KE = TE.,P1_06_10_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,The drop height is taller then the hill height.,P1_06_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,When PE goes down the KE goes up this is a indirect relationship.,P1_06_10_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"In my Initial Drop Data, I noticed that when I increased the height, the energy increased with it.",P1_07_05_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,This shows that PE and KE always add up to equal the total energy.,P1_07_05_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This law states that energy can't be created or destroyed.,P1_07_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"The more mass there is, the more stored energy, and KE there will be.",P1_07_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,The more height you have the more energy.,P1_07_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"For example, when I tested the drop height of 3 meters, the PE was 1173 joules.",P1_07_07_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,When the cart goes down the drop KE and PE swap.,P1_07_07_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,Then the KE and PE would both be 50 There would always be the same amount of PE and total energy in a frictionless world because energy can not be created or destroyed.,P1_07_07_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,If the drop height is 5 meters the hill height would have to be smaller than 5 meters.,P1_07_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,The more mass you have the more KE and PE you have and more total energy.,P1_07_07_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,Then the KE and PE would both be 50 joules There would always be the same amount of PE and total energy in a frictionless world because energy can not be created or destroyed.,P1_07_07_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,"When halfway from the drop to the ground the PE and the KE are the same that is because when we are down the hill the PE goes down, but the KE goes up.",P1_07_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The relationship between drop height and hill height, the drop height should always be more than hill height.",P1_07_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,If I add more mass on the cart then the PE and KE will go up.,P1_07_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"At the top of the initial drop, the more height means there will be more PE and then as the car is moving, the PE will change into KE and other types of energy which will make the car go faster.",P1_07_21_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
,The PE and KE added up together always equal the TE because the PE changes into KE during the rollercoaster.,P1_07_21_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,"However, as the car starts moving, the PE (energy at rest) changes into KE since the car is in motion.",P1_07_21_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
,"The Law of Conservation of Energy tells us that energy is neither created nor destroyed, the same energy just changes into different types of energy like KE, thermal energy, and more.",P1_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
,The hill height should be 2 meters because the hill height will have to be smaller than the initial drop height.,P1_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
,"I think the mass should be 60 kg because the more mass the car has, the more PE, KE, and TE there will be.",P1_07_21_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
,"The total energy will always equal the sum of the kinetic energy, potential energy, and other types of energy that the PE changed into.",P1_07_21_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
,This is because the PE changes into KE as the height decreases.,P1_07_21_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
