sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
This is because it doesn't have the extra energy from the initial drop because it already used it up trying to get over the hill that is the same height.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When a rollercoaster car goes down the initial drop and then up a hill, the energy is converted back and forth from KE and PE.",P6_06_13_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This happens in trial number 2 which states the PE at the top of the initial drop is 1958 and the KE is 0.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the rollercoaster car reaches the top of the hill it doesn't come to a complete stop the PE is 1228 and the KE is 727, the total energy stays the same.",P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the energy is converted from KE and PE because no energy is added or subtracted.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the rollercoaster car also affects the KE and PE.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, a car of 40kg has a total energy of 1567 while a car of 60kg has a total energy of 2350.",P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This shows that the mass of the rollercoaster car affects how much total energy there is.,P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In conclusion, the roller coaster should have an initial drop higher than the hill, and the mass of the roller coaster should depend on how much energy you want the ride to have.",P6_06_13_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonzales Family, I propose that the total amount of energy at the bottom and top of the initial drop should be the same but the KE and PE should be different.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in trial number 2 the amount of KE is 0, the amount of PE is 1466 J and the TE is 1466 J.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This was at the beginning of the ride, when PE and KE are added they should always equal the TE.",P6_06_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"At the bottom of this same ride, the PE is at 1 and the KE is at 1465 J, when added they equal 1466 J.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the total energy stays the same the whole ride.,P6_06_13_22-23,E1R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
The Law of Conservation of Energy states that energy cannot be created or destroyed.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"This is true because the total amount of energy in trial 2 begins at 1959 J and ends at 1959 J, while the energy is transformed from PE to KE.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When a hill is added to a rollercoaster the hill's height has to be less than the initial drop or the car will not make it over.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"For example in trial number 3 when the drop height and hill height are the same, the car doesn't have enough energy to make it over the hill.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because it doesn't have the extra energy from the initial drop because it already used it up trying to get over the hill that is the same height.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When a roller coaster car goes down the initial drop and then up a hill, the energy is converted back and forth from KE and PE.",P6_06_13_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
This happens in trial number 2 which states the PE at the top of the initial drop is 1958 J and the KE is 0 J.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the roller coaster car reaches the top of the hill it doesn't come to a complete stop the PE is 1228 J and the KE is 727 J, the total energy stays the same.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows that the energy is converted from KE and PE because no energy is added or subtracted.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass of the roller coaster car also affects the KE and PE.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, a car of 40kg has a total energy of 1567 J while a car of 60 kg has a total energy of 2350 J.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This shows that the mass of the roller coaster car affects how much total energy there is.,P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In conclusion, the roller coaster should have an initial drop higher than the hill, and the mass of the roller coaster should depend on how much energy you want the ride to have.",P6_06_13_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: My teams roller coaster design will be exciting and make it to the end without stopping because it has many drops that are bigger than the loops.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will make the cart reach the end because the drop needs to be taller than the loops for the cart to make it all the way around.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"I know this because in my testing data, the lower the hill compared to the initial drop, the more total energy there is.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the cart doesn't need as much energy to go around these loops or hills when they're smaller vs when they're bigger, also giving it more total energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It will also make it exciting because in the ride It'll go around loops and up hills faster giving it more of a thrill.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I also believe this because of how fast my teams roller coaster will go.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Knowing that most people who go on roller coasters love the fast ones, we made ours fast.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the beginning, you go through a dark tunnel then unexpectedly have a huge drop giving you that adrenaline rush.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This drop will give you lots of power to go up the hills and loops after that.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The higher the drop means more PE at the top of the ride and more KE at the bottom.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE and KE also is affected when the cart goes up and down our hills.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because one of our hills are smaller than the other, it is more likely for the cart to get to the end.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But the higher the hill, the more PE and KE it has.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There is less PE and KE when the hill is smaller.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in my data I collected, My 5.00m hill had 2327 PE and 2 KE, meanwhile my 3.15m hill had 2324 PE and 777 KE.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My 3.15m hill made it all the way meanwhile my 5.00m hill did not.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the initial height (4.75) did not have enough energy, nor was tall enough, to push the cart all the way up and down the hill.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"These different initial drops effect the PE, KE, and TE because the higher the drop the more PE and the lower the drop the less.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
These energies effect each other because the energies can NOT be created or destroyed.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It transforms itself from one to the another and that is why the PE and KE effect the TE.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in my data, the more the cart mass, the more PE it has which means the more KE it has.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, one of my carts had the mass of 60 and had the PE of 2790 and the KE of 2772.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.,P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the more mass of the cart, the more energy which means the cart is faster and better and why you should choose my teams roller coaster.",P6_07_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E2R: My teams roller coaster design will be exciting and make it to the end without stopping because it has many drops that are bigger than the loops.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This will make the cart reach the end because the drop needs to be taller than the loops for the cart to make it all the way around.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"I know this because in my testing data, the lower the hill compared to the initial drop, the more total energy there is.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the cart doesn't need as much energy to go around these loops or hills when they're smaller vs when they're bigger, also giving it more total energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It will also make it exciting because in the ride It'll go around loops and up hills faster giving it more of a thrill.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I also believe this because of how fast my teams roller coaster will go.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Knowing that most people who go on roller coasters love the fast ones, we made ours fast.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the beginning, you go through a dark tunnel then unexpectedly have a huge drop giving you that adrenaline rush.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This drop will give you lots of power to go up the hills and loops after that.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know this because the higher the initial drop the more total energy there is.,P6_07_08_22-23,E2R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The higher the drop means more PE at the top of the ride and more KE at the bottom.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE and KE also is affected when the cart goes up and down our hills.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Because one of our hills are smaller than the other, it is more likely for the cart to get to the end.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"But the higher the hill, the more PE and KE it has.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
There is less PE and KE when the hill is smaller.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know this because in my data I collected, My 5.00m hill had 2327 PE and 2 KE, meanwhile my 3.15m hill had 2324 PE and 777 KE.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My 3.15m hill made it all the way meanwhile my 5.00m hill did not.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because the initial height (4.75) did not have enough energy, nor was tall enough, to push the cart all the way up and down the hill.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"These different initial drops effect the PE, KE, and TE because the higher the drop the more PE and the lower the drop the less.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This decreases the KE, and the KE and PE equal the TE which effects the full energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
These energies effect each other because the energies can NOT be created or destroyed.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It transforms itself from one to the another and that is why the PE and KE effect the TE.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The mass also effects the ride and energy because when the mass is greater, it has more energy and the lower the mass the less energy.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"I know this because in my data, the more the cart mass, the more PE it has which means the more KE it has.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, one of my carts had the mass of 60 and had the PE of 2790 and the KE of 2772.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This cart had more mass than my other cart which had the mass of 43 and had the PE of 1981 and KE of 1978.,P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This shows that the more mass of the cart, the more energy which means the cart is faster and better and why you should choose my teams roller coaster.",P6_07_08_22-23,E2R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: The drop height of my roller coaster design is 5 meters.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because you can get the maximum amount of energy from that height, so you will have more speed and velocity.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop the more PE it has at the top of initial drop, but it doesn't affect the KE at top of initial drop and that stays at 0.",P1_02_08_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If you have a higher initial drop the KE will increase the more meters you have on initial drop.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more PE you have, the less KE you have at the bottom of initial drop.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Total energy is always the same as the PE at top of initial drop.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when PE at top of drop was 1759J, if you look across it shows that the total energy was also 1759J.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Going down the initial drop, PE and KE transfer energy and once you get to the bottom of the drop most or all of the PE has transferred into KE.",P1_02_08_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the KE and PE dont add up to the same thing as total energy, it doesnt mean that the energy just dissappear, but rather it changed into a unuseful energy such as thermal.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cannot be created or destroyed.,P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"Between the drop height and hill height, the PE and KE are split at the top of the hill, but at the top of initial drop the PE is a thousand number, and KE is always 0 because it isnt moving.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more mass a car has, the more PE it has at top of initial drop and KE at bottom of drop.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, 50kg at car mass, means it would be about 2446 at initial drop.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the car mass was 60 then the PE would be about 2936, which shows that the more mass a car has the more PE and KE it has.",P1_02_08_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The drop height of my roller coaster design is 5 meters.,P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because you can get the maximum amount of energy from that height, so you will have more speed and velocity.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop the more PE it has at the top of initial drop, but it doesn't affect the KE at top of initial drop and that stays at 0.",P1_02_08_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If you have a higher initial drop the KE will increase the more meters you have on initial drop.,P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more PE you have, the less KE you have when it is at the bottom of the initial drop.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Total energy is always the same as the PE at top of initial drop.,P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when PE at top of drop was 1759J, if you look across it shows that the total energy was also 1759J.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Going down the initial drop, PE and KE transfer energy and once you get to the bottom of the drop most or all of the PE has transferred into KE.",P1_02_08_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the KE and PE dont add up to the same thing as total energy, it doesn't mean that the energy just dissappear, but rather it changed into a unuseful energy such as thermal.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cannot be created or destroyed.,P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"Between the drop height and hill height, the PE and KE are split at the top of the hill, but at the top of initial drop the PE is a higher number and KE is always 0 because it isnt moving.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The more mass a car has, the more PE it has at top of initial drop and KE at bottom of drop.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, 50kg at car mass, means it would be about 2446 at initial drop.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"If the car mass was 60 then the PE would be about 2936, which shows that the more mass a car has the more PE and KE it has.",P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The relationship between PE and KE is direct because as one changes so does the other.,P1_02_08_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: For our teams roller coaster design we will design it to be exciting but also make it to the end of the ride without stopping.,P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"First of all, to make sure the car will make it to the end of the coaster we will make the initial drop height be 5 meters high.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We will make it 5 meters high because we have learned that the higher the drop the more PE the car will have to make it to the end.,P1_05_19_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, we tried many trials including drop heights of 2,3,4, and 5 and noticed that as the height of the drop increased the PE also increased.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"To be specific, when the height was 4 meters, the PE was 1,955 J and when the height was 5 meters the PE was 2,443 J which also increased the total energy.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the PE increased the KE also increased at the bottom of the initial drop and the more KE energy it has then the more energy it will have to make it to the end of the coaster.,P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the PE at the top of the initial drop decreased, the KE at the top of the initial drop increased which helped me notice how they had an indirect relationship.",P1_05_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When we set the release height at 4 meters, the total energy was 1,955 J but when we increased the release height to 5 meters the total energy was 2,443 J.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As PE went down the drop it decreased and changed into KE which increased the KE energy as it went down the hill.,P1_05_19_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"According to the Law of conservation of energy, no mass can be created or destroyed.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when the PE was 2,443 J and the KE was 0 J the total was still 2,443 J because there was no friction changing the energy into other mechanical forms and no energy could be destroyed or created.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"When the drop height was greater than the hill height, the car had enough PE to make it over the hill.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"On the other hand, when the drop height was the same or less than the hill height, the car could not make it over the hill because there was not enough PE.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
When the mass of the car increased then the PE also increased and the KE increased as well.,P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For instance, when the car mass was 50 kg the PE and KE were both 2,443 J.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car mass was 60 kg the PE and KE were both 2,932 J.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This data also shows how car mass, KE, and PE all have a direct relationship.",P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This information helped us decide that we want the initial drop height to be higher than the hill height and we want the mass of the car to be 60 kg because that's what produced the most energy.,P1_05_19_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: For our teams roller coaster design we will design it to be exciting but also make it to the end of the ride without stopping.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"First of all, to make sure the car will make it to the end of the coaster we will make the initial drop height be 5 meters high.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We will make it 5 meters high because we have learned that the higher the drop the more PE the car will have to make it to the end.,P1_05_19_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, we tried many trials including drop heights of 2,3,4, and 5 and noticed that as the height of the drop increased the PE also increased.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"To be specific, when the height was 4 meters, the PE was 1,955 J and when the height was 5 meters the PE was 2,443 J which also increased the total energy.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the PE increased the KE also increased at the bottom of the initial drop and the more KE energy it has then the more energy it will have to make it to the end of the coaster.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the PE at the top of the initial drop decreased, the KE at the top of the initial drop increased which helped me notice how they had an indirect relationship.",P1_05_19_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When we set the release height at 4 meters, the total energy was 1,955 J but when we increased the release height to 5 meters the total energy was 2,443 J.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As PE went down the drop it decreased and changed into KE which increased the KE energy as it went down the hill.,P1_05_19_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"According to the Law of conservation of energy, no mass can be created or destroyed.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, when the PE was 2,443 J and the KE was 0 J the total was still 2,443 J because there was no friction changing the energy into other mechanical forms and no energy could be destroyed or created.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"When the drop height was greater than the hill height, the car had enough PE to make it over the hill.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"On the other hand, when the drop height was the same or less than the hill height, the car could not make it over the hill because there was not enough PE.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
When the mass of the car increased then the PE also increased and the KE increased as well.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For instance, when the car mass was 50 kg the PE and KE were both 2,443 J.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car mass was 60 kg the PE and KE were both 2,932 J.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This data also shows how car mass, KE, and PE all have a direct relationship.",P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
We also realized how the total energy is always the PE and KE added up and will never be more or less than the PE and KE combined.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This information helped us decide that we want the initial drop height to be higher than the hill height and we want the mass of the car to be 60 kg because that's what produced the most energy.,P1_05_19_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: My recommendation is to have the roller coaster weigh 60kg and for the initial drop to be 5m.,P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The ride will start at the top of the hill, where the coaster has the most potential energy.",P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the coaster goes down the hill, the potential energy is converted into kinetic energy, the energy of motion.",P1_07_04_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The coaster gains speed and momentum, and as it approaches the bottom of the hill, it reaches its maximum kinetic energy.",P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the coaster begins to slow down, it climbs the next hill, and the potential energy increases.",P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This process continues as the coaster goes through the various hills, drops, and loops of the ride.",P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The relation between the initial drop height and hill height in the roller coaster is determined by the speed of the roller coaster and the laws of physics.,P1_07_04_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: My recommendation is to have the roller coaster weigh 60kg and for the initial drop to be 5m.,P1_07_04_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The ride will start at the top of the hill, where the coaster has the most potential energy.",P1_07_04_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Since more height is more potential energy.,P1_07_04_22-23,E1R,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the coaster goes down the hill, the potential energy is converted into kinetic energy, the energy of motion.",P1_07_04_22-23,E1R,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The coaster gains speed and momentum, and as it approaches the bottom of the hill, it reaches its maximum kinetic energy.",P1_07_04_22-23,E1R,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
